,company,description,post_date,title,city,state,range_low,range_high,salary_avg
391,"Two Sigma Investments, LLC.","A high impact role that works directly with data scientists, engineers, and quantitative analysts; Passion for tacking big data challenges....",9,"Quantitative Software Engineer, Feature Modeling Analytics",New York,NY,,,
392,Engility Corporation,Demonstrate a working knowledge of the latest oceanographic sensor packages including deployment and data recovery procedures....,3,Research Scientist,McLean,VA,,,
393,OpenTable,"Senior Data Scientist. OpenTable is looking for an experienced, impact-driven Senior Data Scientist to join our team....",8,Senior Data Scientist,San Francisco,CA,,,
394,"ALM Media Properties, LLC.",Develop and refine data editing and standardization process. Is comprised of Research Managers and Data Analyst partnering on every project....,30,Research Data Analyst,New York,NY,,,
395,Pacific Northwest National Laboratory,"These methods and software ensure \(i\) the right type, quality, and quantity of data are gathered, and \(ii\) the data subject to uncertainty are properly...",11,Statistical Modeling and Experimental Design Research Scient...,Richland,WA,,,
396,"Noblis NSP, LLC",Team members will work collaboratively with the Noblis Lead Data Analytics architects and data scientists to design and implement an offline and near real time...,30,Data Analytics Engineer,Falls Church,VA,,,
397,World Fuel,"Techniques, conducting exploratory data analysis /. Analytic solutions by exploring innovative data. Large data sets (knowledge of SAS, Alteryx, Tableau,....",22,Quantitative Analyst,Miami,FL,,,
398,"Sprague Operating Resources, LLC",DESCRIPTION This is a multi-dimensional position of which the ultimate level placement will be dependent upon the skills and experience of the successful,2,Natural Gas Quantitative Analyst,Portsmouth,NH,,,
399,Temple University,Data management skills including the ability to manage large data sets. Strong data management skills including the ability to manage large data sets....,9,Research Analyst I,Philadelphia,PA,,,
400,Verisk Analytics,"5+ years of quantitative modeling experience leveraging medical, clinical, and/or pharmacy data. You may directly manage a team of analytical scientists in the...",3,VP of Analytics,Jersey City,NJ,,,
401,Sano,"Develop and maintain lab code base for data acquisition, sample tracking, and data analysis. Sano is a biometric sensor and software company with a patented,...",9,Member of Research Staff - Instrumentation and Data Analysis,San Francisco,CA,,,
402,Battelle,"+ Interacting with teams of scientists including, but not limited to laboratory scientists, engineers, mathematicians, and computer scientists....",2,Research Statistician,Columbus,OH,,,
403,JE Compliance,Conducting site visits at client facilities to collect and review data for evaluations and reports. JECSI is a mid-sized company of environmental consultants...,1,Environmental Specialist (Entry level),Rancho Cucamonga,CA,40000.0,45000.0,42500.0
404,Zoetis,"Collect and analyze technical data, generate reports including conclusions and recommendations where needed. Provide effective leadership for short term project...",3,Senior Scientist,Kalamazoo,MI,,,
405,State of Nebraska,"Experience in collecting and compiling data, conducting data analysis, writing and preparing reports for publication and/or giving presentations....",3,Research Analyst I,Lincoln,NE,,,
406,GlaxoSmithKline,"Medicinal chemistry, toxicology, DMPK, high content imaging and/or screening data analysis. Communicating data analysis and modeling results to the...",3,Computational Molecular Design and Data Science,Collegeville,PA,,,
407,"ENCO Pharmaceutical Development, Inc.",Prior experience HPLC and Chromatographic Data System (preferably Empower). The Company is currently accepting applications for Scientist positions at both its...,30,Scientist,Jacksonville,FL,,,
408,VTS,"As a Principal Data Scientist, you will... Perform hands-on data exploration and modeling over big data technologies and conceptualize new / innovative ways to...",30,Principal Data Scientist,New York,NY,,,
409,Workbridge Associates,Big data with Hadoop is a plus. A well-respected healthcare corporation that spun off of a major hospital and university is hiring for a Mid-Level Data...,12,Data Scientist,Chicago,IL,80000.0,110000.0,95000.0
410,A9.com,"Hands-on knowledge of relational databases, Hadoop data processing environments (Pig, Hive, etc.), and related data analysis tools (iPython, R, etc.)....",25,Data Sciences Engineer - Advertising Technology Platform,Palo Alto,CA,,,
411,TERADEEP INC.,Large Scale Data Extraction and Preparation. Develops Deep Learning HW & SW Acceleration solutions for datacenter applications....,30,STAFF DATA SCIENTIST / DEEP LEARNING,Campbell,CA,120000.0,160000.0,140000.0
412,"Quantum Applied Science and Research (QUASAR), Inc...","Level scientists and engineers. EEG data collection, analysis and interpretation. Ability to operate in several technical domains including electronics and...",11,Research Scientist,San Diego,CA,,,
413,AbSci,Familiarity with high-throughput analytical techniques and data analysis. Performs data analysis of scientific results and presents to management and members of...,12,Senior Scientist,Portland,OR,,,
414,Teradata,"Mentor other data scientists. As a Principal Data Scientist, you will:. Ideal Principal Data Scientist candidates have this additional experience:....",18,Think Big Principal Data Scientist,Chicago,IL,,,
415,Cambridge Health Alliance,"Oversee data management, documentation, and quality control 2. Perform advanced data analysis on primary and secondary sources 4....",2,Research & Evaluation Scientist -,Boston,MA,,,
416,Cox Automotive,"Description Cox Automotive is hiring a Senior Data Scientist. The Data Scientist, Senior Lead will be involved in all phases of (Big Data) analytics projects...",17,Senior Data Scientist,Atlanta,GA,,,
417,Kentucky Community and Technical College System Of...,"Director of Research and Data Analysis*. Promote culture of data driven decision making. Ability to distill large, complex data into audience-appropriate...",12,Director of Research and Data Analysis,Lexington,KY,53448.0,,53448.0
418,CREhire.com,Categorical Data Analysis. Statistical Analysis / Data Science:. Identifies and independently resolves data issues (such as missing values and invalid data)....,11,Principal Statistical Analyst / Data Scientist,Bloomingdale,IL,138300.0,,138300.0
419,Allstate Insurance,"The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...",30,Junior Data Scientist,Northbrook,IL,,,
420,Integrity Applications Incorporated,Develop static and interactive data visualizations. Manage data and source imagery sets in a collaborative environment....,2,Statistician,Chantilly,VA,,,
421,J & J Consumer Inc.,"The Senior Scientist will:. The Senior Scientist will have experience in real world data and have an excellent statistical background, with broad knowledge of...",30,"Senior Scientist, Data Sciences",,NJ,,,
422,"Leavitt Partners, LLC","Leavitt Partners, LLC is seeking to hire a full-time research analyst in our Salt Lake City, UT office. This position will perform detailed research in the",3,Research Analyst,Salt Lake City,UT,,,
423,Novavax,"We are seeking a Scientist to join our Analytical Development Department in Gaithersburg, MD. Ability to critically analyze data using statistical tools and to...",2,"Scientist, Analytical Development (VG)",Gaithersburg,MD,,,
424,KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Five years of professional experience working as a Data...",30,"Sr Associate Data Scientist, Big Data - State & Local Govern...",McLean,VA,,,
425,Lovelace Respiratory Research Institute,In addition the Research Analyst I will process and analyze MRI data and participate in the design and execution of research studies....,17,Research Analyst I,Albuquerque,NM,,,
426,University of Michigan,"This position also requires practical knowledge on CAV data standard, data capture, big data management and analytics, as well as traffic signal control systems...",3,Assistant Research Scientist,Ann Arbor,MI,,,
427,Vistronix,"Findability and reuse of data. The Data Curator will maintain, preserve, and add value to customer data and digital objects throughout its lifecycle....",16,Data Curator,Raleigh,NC,,,
