,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
1657,Lending Club,"As part of the Data Solutions organization, the Principal Data Scientist will help us build of big data analytic capabilities as well as partner with various...","San Francisco, CA 94105 (Financial District area)",30,None,Principal Data Scientist,"[u'San Francisco', u' CA 94105 (Financial District area)']",San Francisco,[u' CA 94105 (Financial District area)'],CA,,,,,
1658,Twitter,"As a Twitter Data Scientist specializing in modeling, you will be designing, building, and shipping complex statistical models that learn from MoPub’s data....","San Francisco, CA 94103 (South Of Market area)",6,None,Data Scientist - Exchange,"[u'San Francisco', u' CA 94103 (South Of Market area)']",San Francisco,[u' CA 94103 (South Of Market area)'],CA,,,,,
1659,Radius,We seek someone with direct and extensive experience in data modeling and data exploration to join a fast-moving team of data scientists and engineers with the...,"San Francisco, CA",30,None,Senior Data Scientist,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1660,Vedicsoft,"Ability to build data sets for operational and exploratory analysis,. Excellent quantitative and analytical skills,....","San Francisco, CA",30,None,Quantitative Analyst,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1661,Guidepoint Global,"Overview: Where else can you begin your career with the opportunity to spend each day talking to some of the brightest professional minds – doctors,","San Francisco, CA",30,None,Research Analyst (San Francisco),"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1662,Instacart,"Instacart is powered by data. Experience in data mining, predictive modeling and statistical analysis. Our data science team is at the heart of this effort and...","San Francisco, CA",30,None,Operations Research Scientist,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1663,Google,"Understand YouTube's data, data systems and performance metrics we track internally. As a Product Strategy and Operations Analyst, you will be a close business...","San Bruno, CA",5,None,"Product Strategy and Operations Analyst, Data Science, YouTu...","[u'San Bruno', u' CA']",San Bruno,[u' CA'],CA,,,,,
1664,Gilead,Proficiency in handling and analyzing large data sets such as NGS data. Other activities will include data. Experience with statistical analysis of biomedical...,"Foster City, CA",15,None,Research Scientist I-Bioinformatics,"[u'Foster City', u' CA']",Foster City,[u' CA'],CA,,,,,
1665,Near,"Data types include structured and unstructured data in multiple formats (text,audio,video) spanning multiple domains including user profile data, geo-spatial...","San Francisco, CA",5,None,Data Scientist,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1666,Salesforce,"Senior Manager, Data Scientist. The Senior Manager, Data Scientist is responsible for translating data, both structured and unstructured, into compelling...","San Francisco, CA",16,None,"Senior Manager, Data Scientist","[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1667,Funding Circle,Data remediation experience. They partner with business users / data scientists to provide insight for all types of questions....,"San Francisco, CA",30,None,Data Analyst,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1668,Celgene Corporation,Published evidence of nextgen sequencing data analysis:. He/she will work closely with the bioinformatics and discovery teams to generate data using emerging...,"San Francisco, CA 94102 (Downtown area)",1,None,"Postdoc, Informatics and Knowledge Utilization","[u'San Francisco', u' CA 94102 (Downtown area)']",San Francisco,[u' CA 94102 (Downtown area)'],CA,,,,,
1669,Apple,The Siri Search team is looking for big-data scientists who have experience in research and development of KPI’s especially in the context of online user...,"San Francisco, CA 94114 (Castro-Upper Market area)",20,None,"Data Scientist, Siri Search Team","[u'San Francisco', u' CA 94114 (Castro-Upper Market area)']",San Francisco,[u' CA 94114 (Castro-Upper Market area)'],CA,,,,,
1670,Uber,We’re looking for an experienced data scientist on our Marketing Analytics team to use advanced analytics and modeling to drive spend decisions for Uber’s multi...,"San Francisco, CA 94103 (South Of Market area)",8,None,Marketing (Advanced) Analytics - Data Scientist,"[u'San Francisco', u' CA 94103 (South Of Market area)']",San Francisco,[u' CA 94103 (South Of Market area)'],CA,,,,,
1671,Turn,"Turn’s Platform team develops all distributed and big data systems and applications to efficiently run Turn’s online advertisement, data management, and...","Redwood City, CA 94063",14,None,"Scientist, Applied Science","[u'Redwood City', u' CA 94063']",Redwood City,[u' CA 94063'],CA,,,,,
1672,UCSF,"(2) strong skills in data management of complex data sets, including longitudinal, nested data sets; Additional desired qualifications include familiarity with...","San Francisco, CA 94143 (Inner Sunset area)",30,None,Postdoctoral Fellow,"[u'San Francisco', u' CA 94143 (Inner Sunset area)']",San Francisco,[u' CA 94143 (Inner Sunset area)'],CA,,,,,
1673,Summit Public Schools,Troubleshoot data issues to ensure accuracy of data reporting. Summit Public Schools is seeking a Manager of Data Analysis to transform data into insights for...,"Redwood City, CA",30,None,Manager of Data Analysis,"[u'Redwood City', u' CA']",Redwood City,[u' CA'],CA,,,,,
1674,Bastille,"Build infrastructure to support Data Scientists and Ad-hoc analytics Requirements. You will work hand in hand with data scientists, radio engineers, and...","San Francisco, CA",2,None,Software Engineer - Analytics/Data,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1675,Paymentwall,Ability to use appropriate data analytics tools to compile data in an effective manner. Knowledge of Data Analytics tool....,"San Francisco, CA 94103 (South Of Market area)",9,None,International Market Research Analyst,"[u'San Francisco', u' CA 94103 (South Of Market area)']",San Francisco,[u' CA 94103 (South Of Market area)'],CA,,,,,
1676,Stemcentrx,"Excellent laboratory, record keeping, data analysis, and critical thinking skills. Stemcentrx is hiring an Associate Scientist I (equivalent to Research...","South San Francisco, CA",24,None,Associate Scientist I,"[u'South San Francisco', u' CA']",South San Francisco,[u' CA'],CA,,,,,
1677,Gilead,"Presents results of work, interprets data, and draws conclusions regarding presented material and nature of work....","Foster City, CA",1,None,"Research Scientist I, Analytical Ops","[u'Foster City', u' CA']",Foster City,[u' CA'],CA,,,,,
1678,EcoFactor,We're looking for a dynamic data scientist to develop algorithms for automated energy efficiency. 3+ years experience in the development of data products....,"Redwood City, CA 94061",11,None,Sr. Data Scientist,"[u'Redwood City', u' CA 94061']",Redwood City,[u' CA 94061'],CA,,,,,
1679,Arka,"Implementing, testing, and proving out Big Data tools and patterns for analytic workloads – in-memory architectures, streaming workflows, event-sourced and...","San Francisco, CA",17,None,Sr. Data Scientist,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1680,Grit Matters,"An experienced machine learning engineer looking to join a team formulating, designing and implementing unique machine learning algorithms for distinctive","San Francisco, CA",10,None,Machine Learning Engineer,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1681,Coffee Meets Bagel,"You will be be responsible for improving our algorithm and data infrastructure. For anyone who is driven by challenging data problems, this position offers a...","San Francisco, CA",30,None,Senior Data Scientist / Engineer,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1682,Electronic Arts,"Analyze App Annie Data on markets, titles, and companies to identify trends and player preferences. Senior Research Analyst....","Redwood City, CA 94065",1,None,Sr Analyst Marketing Research,"[u'Redwood City', u' CA 94065']",Redwood City,[u' CA 94065'],CA,,,,,
1683,Nektar,Capable of experimental design and data interpretation techniques such as Design of Experiments (DoE) and statistical data evaluation techniques....,"San Francisco, CA",30,None,"Sr. Scientist, Biologics Product Development","[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1684,Twitch,"This product manager will work with data scientists, analysts, engineers and business stakeholders to support vendor selection, implementation and ongoing...","San Francisco, CA",30,None,Analytics Product Manager,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1685,Stemcentrx,Review data generated by other analysts for correctness and compliance with cGMP standards. Support QC testing for antibody drug conjugates....,"South San Francisco, CA",23,None,QC Scientist,"[u'South San Francisco', u' CA']",South San Francisco,[u' CA'],CA,,,,,
1686,Ingenium Inc,Identifies and recommends technical improvements in production application solutions or operational processes in support of BigData platform and information...,"San Francisco, CA",2,None,Talend Developer,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1687,Environmental Defense Fund,"2 - 5 years of relevant experience designing data management structures and /or collecting and organizing large, location-based data sets;...","San Francisco, CA",30,None,"Project Manager, Sustainable Agriculture Data & Technology","[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1688,Zitter Health Insights,Analyze and compute life science market research data. Contribute to innovation of the product line by proposing additional analyses and new data displays....,"San Francisco, CA 94105 (Financial District area)",5,None,Research Analyst,"[u'San Francisco', u' CA 94105 (Financial District area)']",San Francisco,[u' CA 94105 (Financial District area)'],CA,,,,,
1689,Clinical Solutions Group,uties: Design and implement high-aesthetic visual dashboards and reports with Spotfire that contain multi-level drill capabilities. Strong background in,"San Francisco, CA",24,None,Statistical Programmer III (SpotFire),"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1690,Udemy,"Work cross-functionally with different teams at Udemy at different stages of each project (writer, designer, category manager, marketing team, learning...","San Francisco, CA",11,None,Technical Course Creation Manager,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1691,Lawrence Berkeley National Laboratory,"Demonstrated hands-on experience with mass spectrometric-based data analysis (e.g., LC-MS, GC-MS or CE-MS). You will assist with the employment of routine bench...","Berkeley, CA",1,None,Analytical Facility Research Associate,"[u'Berkeley', u' CA']",Berkeley,[u' CA'],CA,,,,,
1692,Nomis Solutions,"In a quantitative field such as applied mathematics, statistics, economics, operations research, engineering, or management science or a combination of Masters...","San Bruno, CA",1,None,Modeling Analyst / Data Scientist,"[u'San Bruno', u' CA']",San Bruno,[u' CA'],CA,,,,,
1693,Galvanize,"GalvanizeU has a tight-knit team of data scientists, educators, and community builders that are creating a pathway onto industry’s most demanding data science...","San Francisco, CA",20,None,"gU Faculty, Principal Data Scientist","[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA,,,,,
1694,Kaiser Permanente,"May work with Senior Scientist to consult with local, state and national voluntary and governmental agencies, or with scientists at other institutions....","Oakland, CA",30,None,Research Post Doctoral Fellow,"[u'Oakland', u' CA']",Oakland,[u' CA'],CA,,,,,
1695,BioCentury Publications,"The responsibilities include writing news items, data collection, data entry and data curation. Demonstrate the ability to analyze, categorize and summarize key...","Redwood City, CA",3,None,Biopharma/Science Writer (Research Analyst),"[u'Redwood City', u' CA']",Redwood City,[u' CA'],CA,,,,,
